,time,longitude,latitude
0,2023-12-10 17:55:39,19.90976,50.06461
1,2023-12-10 17:55:49,19.90966131723349,50.06462617750271
2,2023-12-10 17:55:59,19.909562634466976,50.06464235500542
3,2023-12-10 17:56:09,19.909463951700467,50.06465853250812
4,2023-12-10 17:56:19,19.909365268933957,50.06467471001083
5,2023-12-10 17:56:29,19.909266586167444,50.064690887513535
6,2023-12-10 17:56:39,19.909167903400935,50.06470706501624
7,2023-12-10 17:56:49,19.909069220634425,50.06472324251895
8,2023-12-10 17:56:59,19.908970537867916,50.06473942002165
9,2023-12-10 17:57:09,19.908871855101403,50.06475559752436
10,2023-12-10 17:57:19,19.908773172334893,50.06477177502707
11,2023-12-10 17:57:29,19.908674489568384,50.06478795252978
12,2023-12-10 17:57:39,19.90857580680187,50.06480413003248
13,2023-12-10 17:57:49,19.90848536462973,50.06484278122216
14,2023-12-10 17:57:59,19.9084138757257,50.06490918641145
15,2023-12-10 17:58:09,19.908414559988287,50.06497791999393
16,2023-12-10 17:58:19,19.90850333544143,50.06502395171037
17,2023-12-10 17:58:29,19.908592110894578,50.06506998342682
18,2023-12-10 17:58:39,19.908661493400178,50.06513283828622
19,2023-12-10 17:58:49,19.90869452844265,50.065227224121855
20,2023-12-10 17:58:59,19.908727563485122,50.06532160995749
21,2023-12-10 17:59:09,19.908760598527596,50.065415995793124
22,2023-12-10 17:59:19,19.90879363357007,50.06551038162876
23,2023-12-10 17:59:29,19.90882666861254,50.0656047674644
24,2023-12-10 17:59:39,19.908859703655015,50.06569915330004
25,2023-12-10 17:59:49,19.90889273869749,50.065793539135676
26,2023-12-10 17:59:59,19.90892577373996,50.06588792497131
27,2023-12-10 18:00:09,19.90887084940583,50.06596407981035
28,2023-12-10 18:00:19,19.90881,50.066040288676334
29,2023-12-10 18:00:29,19.90881,50.06614028867634
30,2023-12-10 18:00:39,19.908842237403743,50.06623245996975
31,2023-12-10 18:00:49,19.90888810169572,50.066321322035456
32,2023-12-10 18:00:59,19.908933965987696,50.06641018410116
33,2023-12-10 18:01:09,19.90899122774972,50.06647703798841
34,2023-12-10 18:01:19,19.909090268239254,50.066463218385216
35,2023-12-10 18:01:29,19.90918930872879,50.06644939878203
36,2023-12-10 18:01:39,19.90928834921833,50.06643557917884
37,2023-12-10 18:01:49,19.909387389707867,50.06642175957565
38,2023-12-10 18:01:59,19.909433564437908,50.066500554650986
39,2023-12-10 18:02:09,19.90950660358387,50.066531304871155
40,2023-12-10 18:02:19,19.90960544419287,50.06651612152459
41,2023-12-10 18:02:29,19.90970428480187,50.06650093817803
42,2023-12-10 18:02:39,19.909803125410868,50.06648575483147
43,2023-12-10 18:02:49,19.909901966019866,50.0664705714849
44,2023-12-10 18:02:59,19.910000806628865,50.06645538813834
45,2023-12-10 18:03:09,19.910099647237864,50.066440204791775
46,2023-12-10 18:03:19,19.91019848784686,50.06642502144521
47,2023-12-10 18:03:29,19.910297328455858,50.06640983809865
48,2023-12-10 18:03:39,19.910396169064857,50.06639465475209
49,2023-12-10 18:03:49,19.910495009673856,50.066379471405526
50,2023-12-10 18:03:59,19.910593850282854,50.06636428805896
51,2023-12-10 18:04:09,19.910692690891853,50.066349104712394
52,2023-12-10 18:04:19,19.91079153150085,50.06633392136583
53,2023-12-10 18:04:29,19.910890372109847,50.06631873801927
54,2023-12-10 18:04:39,19.910989212718846,50.06630355467271
55,2023-12-10 18:04:49,19.911088053327845,50.066288371326145
56,2023-12-10 18:04:59,19.911186893936843,50.06627318797958
57,2023-12-10 18:05:09,19.911285734545842,50.06625800463302
58,2023-12-10 18:05:19,19.91138457515484,50.06624282128646
59,2023-12-10 18:05:29,19.911483415763836,50.06622763793989
60,2023-12-10 18:05:39,19.911582256372835,50.06621245459333
61,2023-12-10 18:05:49,19.911681096981834,50.066197271246764
62,2023-12-10 18:05:59,19.911779937590833,50.0661820879002
63,2023-12-10 18:06:09,19.91187877819983,50.06616690455364
64,2023-12-10 18:06:19,19.91197761880883,50.06615172120708
65,2023-12-10 18:06:29,19.912076459417825,50.066136537860515
66,2023-12-10 18:06:39,19.912175300026824,50.06612135451395
67,2023-12-10 18:06:49,19.912274140635823,50.066106171167384
68,2023-12-10 18:06:59,19.912372981244822,50.06609098782082
69,2023-12-10 18:07:09,19.91247182185382,50.06607580447426
70,2023-12-10 18:07:19,19.91257066246282,50.0660606211277
71,2023-12-10 18:07:29,19.912669503071818,50.066045437781135
72,2023-12-10 18:07:39,19.912768343680813,50.06603025443457
73,2023-12-10 18:07:49,19.912828746904328,50.066108844529495
74,2023-12-10 18:07:59,19.912888495036583,50.066189032812254
75,2023-12-10 18:08:09,19.912948243168834,50.06626922109502
76,2023-12-10 18:08:19,19.91300799130109,50.06634940937778
77,2023-12-10 18:08:29,19.913067739433345,50.06642959766054
78,2023-12-10 18:08:39,19.913127487565596,50.0665097859433
79,2023-12-10 18:08:49,19.913194067677864,50.066584067677866
80,2023-12-10 18:08:59,19.913264778355984,50.06665477835598
81,2023-12-10 18:09:09,19.913332828710605,50.06672722892711
82,2023-12-10 18:09:19,19.913369268645464,50.066820353205074
83,2023-12-10 18:09:29,19.91340570858032,50.06691347748305
84,2023-12-10 18:09:39,19.913460380622595,50.06699542820042
85,2023-12-10 18:09:49,19.91354036493998,50.06704
86,2023-12-10 18:09:59,19.913587464160752,50.06711552644207
87,2023-12-10 18:10:09,19.913621638467063,50.06720950578442
88,2023-12-10 18:10:19,19.91365581277337,50.06730348512677
89,2023-12-10 18:10:29,19.913689987079678,50.06739746446912
90,2023-12-10 18:10:39,19.913732058753855,50.067478307543325
91,2023-12-10 18:10:49,19.91383108815157,50.067464408680486
92,2023-12-10 18:10:59,19.913930117549285,50.06745050981765
93,2023-12-10 18:11:09,19.914029146947,50.06743661095481
94,2023-12-10 18:11:19,19.914128176344715,50.06742271209197
95,2023-12-10 18:11:29,19.91422720574243,50.06740881322913
96,2023-12-10 18:11:39,19.914314035997418,50.0673776606671
97,2023-12-10 18:11:49,19.914412675389798,50.06736122076837
98,2023-12-10 18:11:59,19.914466403507298,50.067430656140296
99,2023-12-10 18:12:09,19.91456632360317,50.06743465294413
100,2023-12-10 18:12:19,19.914666243699045,50.06743864974796
101,2023-12-10 18:12:29,19.914766163794916,50.0674426465518
102,2023-12-10 18:12:39,19.91486608389079,50.06744664335563
103,2023-12-10 18:12:49,19.91496600398666,50.067450640159464
104,2023-12-10 18:12:59,19.915065924082533,50.067454636963305
105,2023-12-10 18:13:09,19.915165844178404,50.06745863376714
106,2023-12-10 18:13:19,19.915265764274277,50.06746263057097
107,2023-12-10 18:13:29,19.915365684370148,50.067466627374806
108,2023-12-10 18:13:39,19.91546560446602,50.06747062417864
109,2023-12-10 18:13:49,19.915565524561895,50.06747462098247
110,2023-12-10 18:13:59,19.915665444657765,50.06747861778631
111,2023-12-10 18:14:09,19.91576536475364,50.06748261459015
112,2023-12-10 18:14:19,19.91586528484951,50.06748661139398
113,2023-12-10 18:14:29,19.915965204945383,50.067490608197815
114,2023-12-10 18:14:39,19.916065125041253,50.06749460500165
115,2023-12-10 18:14:49,19.916165045137127,50.06749860180548
116,2023-12-10 18:14:59,19.916264965232997,50.067502598609316
117,2023-12-10 18:15:09,19.91636488532887,50.06750659541316
118,2023-12-10 18:15:19,19.91646480542474,50.06751059221699
119,2023-12-10 18:15:29,19.916564725520615,50.067514589020824
120,2023-12-10 18:15:39,19.91666464561649,50.06751858582466
121,2023-12-10 18:15:49,19.91676456571236,50.06752258262849
122,2023-12-10 18:15:59,19.916864485808233,50.067526579432325
123,2023-12-10 18:16:09,19.91696422125965,50.06752762979006
124,2023-12-10 18:16:19,19.917062860652035,50.06751118989133
125,2023-12-10 18:16:29,19.91716182423866,50.06750265201989
126,2023-12-10 18:16:39,19.91726147881449,50.06751095656788
127,2023-12-10 18:16:49,19.917361133390312,50.06751926111586
128,2023-12-10 18:16:59,19.917458933234656,50.06753976294104
129,2023-12-10 18:17:09,19.917556693429393,50.06755950419041
130,2023-12-10 18:17:19,19.91765642020484,50.06755211702186
131,2023-12-10 18:17:29,19.917756146980285,50.06754472985331
132,2023-12-10 18:17:39,19.91785587375573,50.06753734268476
133,2023-12-10 18:17:49,19.917955600531176,50.06752995551621
134,2023-12-10 18:17:59,19.91805532730662,50.06752256834766
135,2023-12-10 18:18:09,19.918153160948396,50.06750369205021
136,2023-12-10 18:18:19,19.918249985582875,50.06747869224704
